id	string
1000205	どこかに永遠の命の秘密があるはずだ。亡びろ天使ども。
1000206	お前たちも永遠の命の秘密を探してるのか。
1000207	私が知ってるとしても決して話してやらん。
1000208	生意気にも誰かがここに入って来たというのか。
1000209	ここはお前らが入って来れないところだ。今すぐ出て行け！
1000210	愚かなる者どもよ。お前たちの愚鈍さがわからぬのか。
1000211	よせ。あの上に行ってはならぬ。
1000212	この沼を汚す者は誰だ。
1000213	また再び愚かな者どもの欲望のせいで、沼地を荒廃化させるわけにはいかん。
1000214	勇敢なやつだな．．．
1000215	愚かな者どもよ．．．いつかは、お前たちも消え去る日が来るはずだ。
1000216	誰かがこの森に入って来た．．．
1000217	この森はとても静かで平和な場所だ。
1000218	ここにいる。この森はとてもいい所だ。
1000219	わ．．．私の魂たち．．．
1000220	この森は危険だ。
1000221	今すぐこの森から出て行かなければ、大きな災いが降りかかるだろう。
1000222	ここから今すぐ出て行け！
1000223	どうして、私の警告を無視するのだ？
1000224	この世のすべてのハリツたちよ．．．お前たちを安らかにしてやろう．．．
1000225	すべてのハリツたちよ！勇気をだせ！
1000226	お前の赤い心臓を喰ってやる！
1000227	私のハリツたちよ．．．再び戻って来る日まで．．．希望を捨て．．．るな．．．
1000228	巨人が消えたこの世界！恐れるものはない！
1000229	巨人について知っておるな？やつらの滅亡は当然過ぎる結果なのだ！
1000230	こいつ！私と戦うのか！
1000231	お前もまた巨人と同じく邪悪なやつ．．．だな．．．
1000232	このダンジョンはまだ健在だ。
1000233	これくらいなら雄壮だと言ってもいいだろう。
1000234	お前たちはかなり勇敢な戦士だな。
1000235	やはりもう巨人の時代は来ないのか。
1000236	いい墓だ。
1000237	亡者に金銀財宝など必要はない。
1000238	間抜な貴族どもめ！なぜ使い道のあるものを埋めるのだ。
1000239	せこいやつだ。自分だけいい暮らしをするだなんて。
1000240	ズタズタに切り裂いて、ムシャムシャ喰い散らすだけでは気がおさまらんのだ！アデンのやつらめ、許さんぞ！
1000241	呪われろ、アデンのやつらめ！
1000242	フッ．．．アデンのアホどもが送った暗殺者か。
1000243	私の憎悪が消えない限り．．．永遠にお前たちを呪ってやろう！
1000244	愛する私のシーレン様．．．
1000245	シーレン様の封印を早く解いて差し上げなければならないが．．．
1000246	シーレン様の名のもとに、お前たちを処罰する！
1000247	シーレン様．．．この職務を．．．いつかは．．．完遂し．．．
1000248	不滅に向かって．．．
1000249	永遠の命が欲しい者．．．私のところに来い。
1000250	お前を私の永遠の命のための生贄にしてやろう！
1000251	永遠の命を目前にした．．．私がこんなに儚く倒れるとは．．．
1000252	ザケン、なんて卑怯なやつ！
1000253	ザケン、だがお前は永遠の命を手にしていなかったか！
1000254	私の．．．私の身体を返してくれ．．．
1000255	ああ、これでもう．．．休めるということなのか．．．
1000256	なぜこんなに騒々しいのですか。
1000257	キルドル様は騒がしいことがお嫌いです。
1000258	もう少し静かにしてくださったらいいのですが．．．
1000259	キルドル様がお怒りになっても私はもう知りません。
1000260	どこのどいつが来るというんだ？
1000261	この草原は私の領地．．．
1000262	愚か者め！目に物を見せてやる！
1000263	古きよき時代は去って．．．新しい時代が開かれるのか．．．
1000264	ここはエヴァ様の庭園です。
1000265	エヴァ様の庭園は聖なる場所です。
1000266	エヴァ様を冒涜されるのですか。
1000267	こんな無礼なあなたでも．．．エヴァ様は愛で包んでくださるでしょう．．．
1000268	ここは元々シーレン様のものだ。
1000269	宮殿を引き渡すのだ。エヴァの精霊たちよ。
1000270	なぜ我々の邪魔をするのだ。
1000271	シーレン様．．．シーレン様の．．．
1000272	パプリオン様が恐れる者．．．ここから出て行くのだ！
1000273	パプリオン様の名のもとに、お前を処刑する！
1000274	ご主人様．．．この愚鈍な者を許したまえ．．．
1000275	覚悟しろ、異国の侵略者ども！この要塞の支配者である、グスタフ様が剣の相手をしてやろう！
1000276	死者の王国、アデンに栄光を！不死の君主、グスタフ様に栄光を！
1000277	グスタフの戦士たちよ、戦え！侵略者に死を！
1000278	そんなはずは．．．これが、敗北というものなのか。しかし、必ず戻る！お前たちの首をもらいにな！
1000279	これが私の限界なのか．．．だが、グスタフ様の許可なくしては死ねんのだ！
1000280	また再び敗北の辱めを味わうのか．．．だが、悲劇はこれでは終わらん．．．
1000281	私はパプリオン様の意志に従う者！
1000282	幸運の宝くじの販売を行います！
1000283	幸運の宝くじの抽選を行います！
1000284	おめでとうございます！第$s1回の当選番号は$s2です。
1000285	年齢制限によって宝くじを買うことができません。
1000286	$s1！背後に気をつけるんだな！
1000287	$s1！お手並み拝見といこう！
1000288	$s1！邪魔をするとはけしからん！おぉい、手を貸してくれ！
1000289	力を貸そう！卑怯者は許さん！
1000290	究極の力よ！
1000291	全員$s1に集中攻撃だ！
1000292	命令に従います。
1000293	これは知らなかっただろう！
1000294	出でよ！闇の者ども！
1000295	パーティ メンバー召喚！
1000296	ご主人様！お呼びでしょうか。
1000297	愚か者め！
1000298	これはどうだ！
1000299	やるな$s1！これで最後だ！
1000300	黎明
1000301	黄昏
1000302	なし
1000303	まもなくこの世は滅びるであろう！
1000304	そなたに呪いをかけてやろう！
1000305	裁きの日が近づいている！
1000306	そなたに祝福を！
1000307	弱いやつを先に倒すのがケンカの法則だ！
1000308	アデナ
1000309	古代のアデナ
1000310	黄昏
1000311	黎明
1000312	レベル32未満
1000313	レベル43未満
1000314	レベル54未満
1000315	レベル65未満
1000316	無制限
1000317	2分後に闇の祭典が始まります。受付を行ってください。
1000318	闇の祭典を始めます。
1000319	5分後に闇の祭典が終了します。
1000320	2分後に闇の祭典が終了します。次のゲームの準備をしてください。
1000321	SSQ貢献度が$s1上がりました。
1000322	記録なし
1000324	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=324">グラディエーター</button>
1000325	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=325">ウォーロード</button>
1000327	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=327">パラディン</button>
1000328	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=328">ダーク アベンジャー</button>
1000330	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=330">トレジャー ハンター</button>
1000331	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=331">ホーク アイ</button>
1000334	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=334">ソーサラー</button>
1000335	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=335">ネクロマンサー</button>
1000336	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=336">ウォーロック</button>
1000338	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=338">ビショップ</button>
1000339	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=339">プロフィット</button>
1000342	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=342">テンプル ナイト</button>
1000343	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=343">ソード シンガー</button>
1000345	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=345">プレインズ ウォーカー</button>
1000346	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=346">シルバー レンジャー</button>
1000349	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=349">スペル シンガー</button>
1000350	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=350">エレメンタル サマナー</button>
1000352	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=352">エルダー</button>
1000355	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=355">シリエン ナイト</button>
1000356	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=356">ブレードダンサー</button>
1000358	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=358">アビス ウォーカー</button>
1000359	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=359">ファントム レンジャー</button>
1000362	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=362">スペル ハウラー</button>
1000363	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=363">ファントム サマナー</button>
1000365	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=365">シリエン エルダー</button>
1000368	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=368">デストロイヤー</button>
1000370	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=370">タイラント</button>
1000373	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=373">オーバーロード</button>
1000374	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=374">ウォークライヤー</button>
1000377	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=377">バウンティー ハンター</button>
1000379	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=379">ウォースミス</button>
1000380	申し分ない生贄だ！すぐ外に送ってやろう。
1000381	$s1！背後に気をつけるんだな！
1000382	後ろがスキだらけだな！
1000383	背を見せるとは！無視しているのか！
1000384	$s1！一対一で勝負だ！
1000385	$s1！対決だ！
1000386	$s1！決闘だ！誰も邪魔するな！
1000387	$s1！お前の命は私がもらう！
1000388	$s1！よくも対決を妨害してくれたな！愚か者め！
1000389	一対一の対決は終わりだ！皆の者、やってしまえ！
1000390	反則だ！皆の者、卑怯者を始末しろ！
1000391	神聖な決闘を妨害するとは！ただではおかないぞ！
1000392	卑怯者！消えろ！
1000393	邪魔者は消えろ！
1000394	卑怯者に死を！
1000395	青二才を相手にこのスキルを使うとは！
1000396	まだまだ私には勝てんぞ！
1000397	これからが本当の戦いだ！
1000398	$s1から倒せ！
1000399	集中攻撃だ！目標は$s1！
1000400	攻撃スタート！
1000401	集中攻撃開始！
1000402	ラジャー！
1000403	皆の者！出て来い！
1000404	闇の軍勢よ、私に続け！
1000405	兄弟たちよ、敵を殲滅させろ！
1000406	これからが本番だ！
1000407	甘く見たのが間違いだった！本気で相手をしてやろう！
1000408	愚か者めが！今まで手を抜いていただけだ！
1000409	私の本当の力を見せてやろう！
1000410	本当の戦いはこれからだ！
1000411	久しぶりに血の騒ぐ相手だな！
1000412	こいつは驚いた！私をここまで追い込むとは！
1000413	200％の戦闘力で相手してやろう！
1000414	これが最後だ！終わりにしてやるぞ！
1000415	皆の者、悲しみに暮れるがよい！間もなく死の女神が降臨するのだ！
1000416	皆の者、悲しみに暮れるがよい！間もなく滅亡の予言が実現されるであろう！
1000417	滅亡の予言に耳を傾けろ！間もなく終末の時代が始まるのだ！
1000418	$s1！そなたに滅亡の兆しが見える！
1000419	$s1！そなたに絶望をくれてやろう！
1000420	終末の時代を生きる者よ、絶望の淵に落ちよ！
1000421	闇の啓示に耳を傾けろ！闇が眠りから覚めたのだ！
1000422	闇の啓示に耳を傾けろ！混沌の時代が始まったのだ！
1000423	闇の啓示に耳を傾けろ！間もなく死の楽園となるだろう！
1000424	$s1！そなたに啓示の祝福を与えよう！
1000425	$s1！そなたに深淵の権能を与えよう！
1000426	新しい時代を開く者よ、目を覚ませ！
1000427	弱い者から倒すのが戦いの法則だ！
1000428	ひ弱そうなお前から殺してやる！
1000429	生贄はこのくらいで充分だ！すぐ外に出してやるから準備しろ！
1000430	引き分け
1000431	皆さんに珍しい名品をご覧いただきましょう！
1000432	皆さんに最高級の武具をご覧いただきましょう！
1000433	あちこち行かなきゃならん、あー忙しい、忙しい！
1000434	弱い者いじめとは！許さんぞ！
1000435	助けに来たぞ！うっしゃ！
1000436	正義の名のもとに！
1000437	光のもとに！栄光の名のもとに！
1000438	正義は弱い者の味方！
1000439	まだ戦えるか。もう少し踏ん張れ！
1000440	私の名か。お前らに教えられる名などないわ！
1000441	受付可能
1000442	$s1分
1000443	$s1城の守備メンバーを内郭にテレポートさせます。
1000444	日曜日
1000445	月曜日
1000446	火曜日
1000447	水曜日
1000448	木曜日
1000449	金曜日
1000450	土曜日
1000451	時
1000452	最後の呪いを．．．ともに地獄へ行こう！
1000453	2分後に闇の祭典が終了します。
1000454	ノーブレス ゲート パス
1000455	現在
1000456	分が経過しました
1000457	ゲームが終了しました。間もなく自動テレポートします。
1000458	地を這う虫けらどもよ、百眼のデーモンの慈悲深さと偉大さは計り知れぬのだ！ハハハ！
1000459	この百眼のデーモンを敵に回すなら基本ぐらいできてないとなぁ？
1000460	大地に縛られた愚かな者どもよ、重い体で苦戦しているようだな。このデーモンがその苦痛を和らげてやろう。
1000461	貴様たちのような軟弱で愚かな種族が私に敵うはずがない！ウハハハ！
1000462	この百眼のデーモンの領地を汚す愚か者よ、その代償を払うがいい！
1000463	これこそフローティング アイの偉大なる君主、百眼のデーモンの恩恵だ！ハハハ！
1000464	$s1様がシーゲル ナイトの英雄になりました。おめでとうございます。
1000465	$s1様がティール ウォーリアの英雄になりました。おめでとうございます。
1000466	$s1様がオーセル ローグの英雄になりました。おめでとうございます。
1000467	$s1様がユール アーチャーの英雄になりました。おめでとうございます。
1000468	$s1様がフェオ ウィザードの英雄になりました。おめでとうございます。
1000469	$s1様がイース エンチャンターの英雄になりました。おめでとうございます。
1000470	$s1様がウィン サマナーの英雄になりました。おめでとうございます。
1000471	$s1様がエアロ ヒーラーの英雄になりました。おめでとうございます。
1000472	未登録
1000473	未登録
1000474	未登録
1000475	未登録
1000476	未登録
1000477	未登録
1000478	未登録
1000479	未登録
1000480	未登録
1000481	未登録
1000482	未登録
1000483	未登録
1000484	未登録
1000485	未登録
1000486	未登録
1000487	未登録
1000488	未登録
1000489	未登録
1000490	未登録
1000491	未登録
1000492	未登録
1000493	未登録
1000494	未登録
1000495	未登録
1000496	未登録
1000497	未登録
1000498	未登録
1000499	未登録
1000500	只今より霊廟内へ入ることができます。
1000501	四大霊廟の石像に手を乗せると霊廟内に入ることができます。
1000502	ライバルたちの前に妨害モンスターを出現させました。
1000503	助けてくださってありがとうございます。
1000504	$s1人未満
1000505	$s1人以上
1000506	ポイント
1000507	競争
1000508	封印有効
1000509	準備
1000510	黄昏
1000511	黎明
1000512	未所有
1000513	ここは$s1様には危険です。お戻りください。
1000514	聖なる眠りを妨げるのは誰だ。
1000515	盗掘屋よ、去るがいい。ここは我々の安息の地だ。
1000516	ヘストゥイたちよ、我々に構わないでくれ。
1000517	カカイよ、楽には眠れないだろう。
1000518	トラベラーズ トークン
1000519	炎の支配者であるこの私にあえて挑むというのか。$s1！
1000520	$s1！その程度の力で私を倒せるとでも思ったか！
1000521	神すらも手をつけられない私に$s1お前が挑もうというのか！笑わせるな！
1000522	憎悪のレクイエム
1000523	狂喜のフーガ
1000524	疾走のトッカータ
1000525	魅惑のマズルカ
1000526	悲嘆のコーラル
1000527	孤独のロンド
1000528	オリンピアード トークン
1001000	アデン王国
1001001	グルーディオ
1001002	ディオン
1001003	ギラン
1001004	オーレン
1001005	アデン
1001006	インナドリル
1001100	エルモア王国
1001007	ゴダード
1001008	ルウン
1001009	シュチュッツガルト
1010001	話せる島の村
1010002	エルフ村
1010003	ダーク エルフ村
1010004	グルーディン村
1010005	グルーディオ城の村
1010006	ディオン城の村
1010007	ギラン城の村
1010008	オーク村
1010009	ドワーフ村
1010010	ダーク エルフの森の南部
1010011	北東海岸
1010012	荒地の南側入口
1010013	オーレン城の村
1010014	象牙の塔
1010015	1階ロビー
1010016	地下1階商店街
1010017	2階ヒューマン ウィザード ギルド
1010018	3階エルヴン ウィザード ギルド
1010019	4階ダーク ウィザード ギルド
1010020	猟師の村
1010021	ギラン港
1010022	ハーディンの私塾
1010023	アデン城の村
1010024	村の広場
1010025	北門入口
1010026	東門入口
1010027	西門入口
1010028	南門入口
1010029	トゥレック オークの野営地の入口
1010030	忘れられた神殿の入口
1010031	荒地の入口
1010032	棄てられた露営地の入口
1010033	クルマ湿地の入口
1010034	処刑場の入口
1010035	パルチザンのアジトへの入口
1010036	フローラン村
1010037	中立地帯
1010038	ギラン西の道
1010039	グルーディン村東の道
1010040	パルチザンのアジトの入口
1010041	クルマの塔の入口
1010042	死の回廊(レベル35)
1010043	沼地帯 北部
1010044	中立地帯 北西部
1010045	不滅の高原中部
1010046	不滅の高原南部(レベル18)
1010047	不滅の高原南東部
1010048	凍りついた滝(レベル15)
1010049	水上都市ハイネス
1010050	傲慢の塔：1階
1010051	傲慢の塔：5階
1010052	傲慢の塔：10階
1010053	コロシアム
1010054	モンスター レース場
1010055	国境守備隊付近
1010056	胞子の海の入口
